time,h1,h2,h3,h4,v1,v2,modo,sp1,sp2,Ki,Kd,Kp,Kw
2024-11-07 16:10:58.565323,25.17804750168102,24.971968532402492,4.098216844937437,2.6173452473894576,0.0,1.0,Automatico,25.0,25.0,0.0,0.0,50.0,0.0
2024-11-07 16:11:00.573324,24.505416874693342,25.036447603147685,4.1084540584908735,2.3677651532745823,1.0,0.0,Automatico,25.0,25.0,0.0,0.0,50.0,0.0
2024-11-07 16:11:02.581693,24.62007074659734,25.164357334195863,4.163511832930227,2.4127899434822093,1.0,0.0,Automatico,25.0,25.0,0.0,0.0,50.0,0.0
2024-11-07 16:11:04.597987,25.596545476390943,24.635964225517007,3.721591712400094,2.7796180358406692,0.0,1.0,Automatico,25.0,25.0,0.0,0.0,50.0,0.0
2024-11-07 16:11:06.603953,25.740005579542935,24.730548170585337,3.756890223298647,2.8336534856677473,0.0,1.0,Automatico,25.0,25.0,0.0,0.0,50.0,0.0
2024-11-07 16:11:09.611502,24.739234840947056,25.790883129195997,4.494156303541147,2.45185132129874,1.0,0.0,Automatico,25.0,25.0,0.0,0.0,50.0,0.0
2024-11-07 16:11:10.615145,24.414496691167766,26.14519490530722,4.73543178034771,2.326345432250516,1.0,0.0,Automatico,25.0,25.0,0.0,0.0,50.0,0.0
2024-11-07 16:11:12.417992,25.398588681866634,25.612090340879398,4.275780350343164,2.6874866493617424,0.0,0.0,Automatico,25.0,25.0,0.0,0.0,50.0,0.0
2024-11-07 16:11:12.664584,25.74980810038477,25.33955086983478,4.04182462441011,2.8150561878761597,0.0,0.0,Automatico,25.0,25.0,0.0,0.0,50.0,0.0
2024-11-07 16:11:17.224518,24.501519685434882,24.384606916953427,3.273477553234762,2.36086186414444,1.0,1.0,Automatico,25.0,25.0,0.0,0.0,50.0,0.0
2024-11-07 16:11:19.237294,24.580831136231982,24.4375181265703,3.3225008967500296,2.415871054636248,1.0,1.0,Automatico,25.0,25.0,0.0,0.0,50.0,0.0
2024-11-07 16:11:22.238987,26.06546103838998,25.540367066829162,4.116989394328741,2.9760025955721527,0.0,0.0,Automatico,25.0,25.0,0.0,0.0,50.0,0.0
2024-11-07 16:11:24.245418,26.266050166010096,25.68463425930341,4.16564015658583,3.0338989590114216,0.0,0.0,Automatico,25.0,25.0,0.0,0.0,50.0,0.0
2024-11-07 16:11:26.249209,25.545197031319024,25.14024994668103,3.7055420211737116,2.7566461587278503,0.0,0.0,Automatico,25.0,25.0,0.0,0.0,50.0,0.0
2024-11-07 16:11:29.254436,24.505880531911703,24.361047862694907,3.0994422908906563,2.3863796300989826,1.0,1.0,Automatico,25.0,25.0,0.0,0.0,50.0,0.0
